1.000000	2
2.000000	5
3.000000	7
4.000000	13
5.000000	22
6.000000	29
7.000000	35
8.000000	44
9.000000	55
10.000000	64
11.000000	75
12.000000	84
13.000000	99
14.000000	110
15.000000	119
16.000000	131
17.000000	148
18.000000	163
19.000000	180
20.000000	198
21.000000	214
22.000000	234
23.000000	253
24.000000	275
25.000000	294
26.000000	321
27.000000	345
28.000000	363
29.000000	379
30.000000	396
31.000000	415
32.000000	441
33.000000	465
34.000000	496
35.000000	527
36.000000	550
37.000000	573
38.000000	593
39.000000	622
40.000000	650
41.000000	676
42.000000	707
43.000000	741
44.000000	780
45.000000	825
46.000000	854
47.000000	901
48.000000	930
49.000000	966
50.000000	996
51.000000	1032
52.000000	1064
53.000000	1102
54.000000	1135
55.000000	1167
56.000000	1214
57.000000	1246
58.000000	1296
59.000000	1338
60.000000	1374
61.000000	1426
62.000000	1465
63.000000	1507
64.000000	1546
65.000000	1596
66.000000	1647
67.000000	1691
68.000000	1737
69.000000	1784
70.000000	1818
71.000000	1859
72.000000	1895
73.000000	1948
74.000000	2001
75.000000	2041
76.000000	2083
77.000000	2130
78.000000	2178
79.000000	2225
80.000000	2275
81.000000	2323
82.000000	2365
83.000000	2417
84.000000	2455
85.000000	2511
86.000000	2559
87.000000	2616
88.000000	2663
89.000000	2702
90.000000	2754
91.000000	2799
92.000000	2841
93.000000	2897
94.000000	2941
95.000000	2982
96.000000	3026
97.000000	3079
98.000000	3113
99.000000	3146
100.000000	3207
101.000000	3258
102.000000	3331
103.000000	3399
104.000000	3457
105.000000	3517
106.000000	3573
107.000000	3626
108.000000	3667
109.000000	3720
